Numero Processo,Nome,Data,Protocolo,Título,Texto 3,Texto 4,Texto 5,Texto 6,Texto 7,Texto 8,Texto 9
0049.003281/2023-09,Secretário(a) Executivo(a),15/05/2024,0048771677,SEI/RO - 0048771677 - Requisição,Requisição,"Vieram os autos à Secretaria Executiva, instruído com Estudo Técnico Preliminar 117/2024 (0048738382), apresentando a necessidade do Hospital de Base Dr. Ary Pinheiro - HBAP, tendo como solução encontrada:","Registro de Preços para futura e eventual aquisição de materiais, visando atender a demanda dos pacientes urológicos do Estado de Rondônia através do Hospital de Base Dr. Ary Pinheiro (HBAP), por um período de 12 (doze) meses.","Em atenção ao disposto no artigo 30, inciso VI do Decreto Estadual nº 28.874/24, fica APROVADO o Estudo Técnico Preliminar 117/2024 (0048738382).","Por conseguinte, REQUISITO o objeto e determino a continuidade das etapas do processo administrativo, utilizando as informações e análises fornecidas no Estudo Técnico Preliminar retromencionado.","Assim, para as demais instruções processuais que ainda se faz necessário, ficam os atos de contratação vinculados ao atendimento das regras instituídas pelo Estatuto Nacional das Contratações Publicas, considerando o princípio constitucional da isonomia, a seleção da proposta mais vantajosa para a administração e a promoção do desenvolvimento nacional sustentável, observando ainda os princípios básicos da legalidade, da impessoalidade, da moralidade, da igualdade, da publicidade, da probidade administrativa, vinculação ao instrumento convocatório, do julgamento objetivo e dos que lhes são correlatos, devendo a contratação vinculada à informação de que existe dotação orçamentária específica para a realização da despesa.","Determino aos setores responsáveis que elejam a forma legal e mais eficiente para a efetivação da contratação e, sendo o caso, de contratação direta, por dispensa e/ou inexigibilidade de licitação, submeta o feito à apreciação e manifestação prévia do setor jurídico quanto à legalidade do feito. Somente poderá se efetivar qualquer contratação, se os procedimentos levados à feito forem considerados legais e aprovados pelo órgão de assessoria jurídica competente."
0060.114123/2021-55,Jaqueline Teixeira Temo,03/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Diretor(a),03/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Diretor(a),03/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Josiane Paula de Souza,04/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Administrador(a),05/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Administrador(a),06/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Cicileia Correia da Silva,06/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Diretor(a),10/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Diretor(a),13/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Sergio Pereira,13/10/2022,,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0060.114123/2021-55,Diretor(a),13/10/2022,0032594850,SEI/RO - 0032594850 - SAMS,SAMS,,N/A,,N/A,,N/A
0050.072218/2022-94,Bruna Evelyn Rodrigues Rocha,24/07/2023,,SEI/RO - 0040221261 - Informação,Informação nº 1521/2023/SESAU-GECOMP,"Considerando o Despacho HB-GAD (0040209798), foi necessário realizar alterações no ETP.","Destarte, informamos que o novo Estudo Técnico SESAU-GECOMP (0040215630)foi disponibilizado na presente data no bloco n°1097280, para análise técnica e posterior assinatura dos revisores, ou quem os substitua em seus impedimentos ou ausências, no prazo de02(dois) dias úteisa contar do recebimento deste.",Salientamos que os revisores deverão atentar-se a todos os itens técnicos do Estudo Técnico Preliminar.,"Frisamos ainda que, havendo necessidade de alteração, os revisores deverão incluir nos autos os itens a serem modificados.",,"Porto Velho, 24 de julho de 2023."
0050.072218/2022-94,Técnico,24/07/2023,0040221261,SEI/RO - 0040221261 - Informação,Informação nº 1521/2023/SESAU-GECOMP,"Considerando o Despacho HB-GAD (0040209798), foi necessário realizar alterações no ETP.","Destarte, informamos que o novo Estudo Técnico SESAU-GECOMP (0040215630)foi disponibilizado na presente data no bloco n°1097280, para análise técnica e posterior assinatura dos revisores, ou quem os substitua em seus impedimentos ou ausências, no prazo de02(dois) dias úteisa contar do recebimento deste.",Salientamos que os revisores deverão atentar-se a todos os itens técnicos do Estudo Técnico Preliminar.,"Frisamos ainda que, havendo necessidade de alteração, os revisores deverão incluir nos autos os itens a serem modificados.",,"Porto Velho, 24 de julho de 2023."
0036.465253/2021-51,Ivanir Barreira de Jesus,31/07/2023,,SEI/RO - 0040435377 - Despacho,DESPACHO,De:SUPEL-DELTA,Para: SESAU-GECOMP,Processo Nº: 0036.465253/2021-51,Assunto: Pedido de impugnação,,
0036.465253/2021-51,Pregoeiro(a),31/07/2023,0040435377,SEI/RO - 0040435377 - Despacho,DESPACHO,De:SUPEL-DELTA,Para: SESAU-GECOMP,Processo Nº: 0036.465253/2021-51,Assunto: Pedido de impugnação,,
0036.584414/2021-12,JOYCE ELLEN MITTOUSO PINHEIRO,09/08/2023,,SEI/RO - 0040661936 - Informação,Informação nº 1710/2023/SESAU-GECOMP,Considerando a necessidadede adequação noItem28 doTermo de Referência:,,28. DO REAJUSTE DE PREÇO,28.1 Da Repactuação do Contrato,"28.1.1.  Para repactuação de preços, deverá ser observado o interregno mínimo de 1 (um) ano das datas dos orçamentos aos quais a proposta se referir.","28.1.2.  O interregno mínimo de 1 (um) ano para a primeira repactuação será contado a partir: I - da data limite, constante do ato convocatório, para apresentação da proposta ou do orçamento a que estas se referirem, em relação aos custos com a execução do serviço decorrentes do mercado, tais como o custo dos materiais e equipamentos necessários à execução do serviço; ou II - da data do acordo, convenção, dissídio coletivo de trabalho ou equivalente vigente à época da apresentação da proposta, quando a variação dos custos for decorrente da mão de obra e estiver vinculada às datas-bases destes instrumentos."
0036.584414/2021-12,Assessor(a),09/08/2023,0040661936,SEI/RO - 0040661936 - Informação,Informação nº 1710/2023/SESAU-GECOMP,Considerando a necessidadede adequação noItem28 doTermo de Referência:,,28. DO REAJUSTE DE PREÇO,28.1 Da Repactuação do Contrato,"28.1.1.  Para repactuação de preços, deverá ser observado o interregno mínimo de 1 (um) ano das datas dos orçamentos aos quais a proposta se referir.","28.1.2.  O interregno mínimo de 1 (um) ano para a primeira repactuação será contado a partir: I - da data limite, constante do ato convocatório, para apresentação da proposta ou do orçamento a que estas se referirem, em relação aos custos com a execução do serviço decorrentes do mercado, tais como o custo dos materiais e equipamentos necessários à execução do serviço; ou II - da data do acordo, convenção, dissídio coletivo de trabalho ou equivalente vigente à época da apresentação da proposta, quando a variação dos custos for decorrente da mão de obra e estiver vinculada às datas-bases destes instrumentos."
0036.078020/2022-01,ANDRE LUIZ KLIPPEL PINHEIRO,22/09/2023,,SEI/RO - 0042023399 - Informação,Informação nº 2295/2023/SESAU-GECOMP,"Considerando a elaboração do Termo de Referência (0041868224) e SAMS (0041898270), o qual foi disponibilizado no bloco de assinatura (324137),  na data de hoje 22 de Setembro de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisor Técnico:,Unidade: Coordenadoria de Obras - SESAU-CO,,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.078020/2022-01,Assessor(a),22/09/2023,0042023399,SEI/RO - 0042023399 - Informação,Informação nº 2295/2023/SESAU-GECOMP,"Considerando a elaboração do Termo de Referência (0041868224) e SAMS (0041898270), o qual foi disponibilizado no bloco de assinatura (324137),  na data de hoje 22 de Setembro de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisor Técnico:,Unidade: Coordenadoria de Obras - SESAU-CO,,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.019918/2023-10,KELLEN CRISTINA SAO JOSE,04/10/2023,,SEI/RO - 0042352437 - Despacho,DESPACHO,De:COHREC-COAD,Para: HRC-DG,Processo Nº:  0036.019918/2023-10,Assunto:Registro de Preços para futura e eventual aquisição de materiais permanentes (mobiliário).,,"Prezada Diretora,"
0036.019918/2023-10,Chefe de Unidade,04/10/2023,0042352437,SEI/RO - 0042352437 - Despacho,DESPACHO,De:COHREC-COAD,Para: HRC-DG,Processo Nº:  0036.019918/2023-10,Assunto:Registro de Preços para futura e eventual aquisição de materiais permanentes (mobiliário).,,"Prezada Diretora,"
0036.109115/2022-75,EDILON TUPINAMBÁ DE SOUZA,10/01/2024,,SEI/RO - 0045034958 - Informação,Informação nº 79/2024/SESAU-GECOMP,De:SESAU-COTAÇÃO,Para: SESAU-GECOMP,Processo Nº:0036.109115/2022-75,Assunto:QUESTIONAMENTO da Empresa INSTRUAUD.,,"Com os cordiais comprimentos, encaminha-se questionamento da EmpresaINSTRUAUD, conforme E-mail: (0045034800)."
0036.109115/2022-75,Assessor(a),10/01/2024,0045034958,SEI/RO - 0045034958 - Informação,Informação nº 79/2024/SESAU-GECOMP,De:SESAU-COTAÇÃO,Para: SESAU-GECOMP,Processo Nº:0036.109115/2022-75,Assunto:QUESTIONAMENTO da Empresa INSTRUAUD.,,"Com os cordiais comprimentos, encaminha-se questionamento da EmpresaINSTRUAUD, conforme E-mail: (0045034800)."
0036.038658/2023-81,Roberto Lucas Rodrigues Malaquias,19/01/2024,,SEI/RO - 0045309155 - Certidão,Certidão n°46,"Venho por meio desta certidão validar o Quadro Comparativo de Preços (0045307927), subsidiado pelas cotações de Banco de Preços (0045308501), obtidas no sitehttps://www.bancodeprecos.com.br/e pelas cotações CNT n°238 (0044981137), CNT 0868 (0044981201), CNT 0604 (0044981278), CNT 0604 (0044981337), CNT 1190 (0044981399), CNT 979 (0044981444), CNT 1165 (0044981767),  CNT 1218 (0044981803), CNT 209 (0044982040), , CNT  0450 (0044982185), CNT 0265 (0044982262),  de contratos similares e de Atas de Registro de Preços em vigor, as quais contemplam os preços praticados no âmbito dos órgãos e entidades da Administração Pública, e pelas cotações (0041736305), (0041680882)  de empresas do ramo (Consulta CNPJ (0045308951)).",,"NOTA: Não foi utilizado no quadro comparativo os Contratos: CNT 0905 (0044981486), CNT 0792 (0044981954), CNT 0044 (0044982105), CNT 0431 (0044982148), pois os mesmo referem- se a Locação de grupo gerador e não sobre manutenção.",,"A pesquisa de preços foi realizada dentro dos parâmetros da Portaria nº 238/2019/SUPEL-CI, a qual resolve no Art. 2º:",“Art. 2° A pesquisa de preços será realizada em observância às orientações contidas no Anexo I desta Portaria e mediante a utilização dos seguintes parâmetros:
0036.038658/2023-81,Gerente,19/01/2024,,SEI/RO - 0045309155 - Certidão,Certidão n°46,"Venho por meio desta certidão validar o Quadro Comparativo de Preços (0045307927), subsidiado pelas cotações de Banco de Preços (0045308501), obtidas no sitehttps://www.bancodeprecos.com.br/e pelas cotações CNT n°238 (0044981137), CNT 0868 (0044981201), CNT 0604 (0044981278), CNT 0604 (0044981337), CNT 1190 (0044981399), CNT 979 (0044981444), CNT 1165 (0044981767),  CNT 1218 (0044981803), CNT 209 (0044982040), , CNT  0450 (0044982185), CNT 0265 (0044982262),  de contratos similares e de Atas de Registro de Preços em vigor, as quais contemplam os preços praticados no âmbito dos órgãos e entidades da Administração Pública, e pelas cotações (0041736305), (0041680882)  de empresas do ramo (Consulta CNPJ (0045308951)).",,"NOTA: Não foi utilizado no quadro comparativo os Contratos: CNT 0905 (0044981486), CNT 0792 (0044981954), CNT 0044 (0044982105), CNT 0431 (0044982148), pois os mesmo referem- se a Locação de grupo gerador e não sobre manutenção.",,"A pesquisa de preços foi realizada dentro dos parâmetros da Portaria nº 238/2019/SUPEL-CI, a qual resolve no Art. 2º:",“Art. 2° A pesquisa de preços será realizada em observância às orientações contidas no Anexo I desta Portaria e mediante a utilização dos seguintes parâmetros:
0036.038658/2023-81,Gerente,19/01/2024,0045309155,SEI/RO - 0045309155 - Certidão,Certidão n°46,"Venho por meio desta certidão validar o Quadro Comparativo de Preços (0045307927), subsidiado pelas cotações de Banco de Preços (0045308501), obtidas no sitehttps://www.bancodeprecos.com.br/e pelas cotações CNT n°238 (0044981137), CNT 0868 (0044981201), CNT 0604 (0044981278), CNT 0604 (0044981337), CNT 1190 (0044981399), CNT 979 (0044981444), CNT 1165 (0044981767),  CNT 1218 (0044981803), CNT 209 (0044982040), , CNT  0450 (0044982185), CNT 0265 (0044982262),  de contratos similares e de Atas de Registro de Preços em vigor, as quais contemplam os preços praticados no âmbito dos órgãos e entidades da Administração Pública, e pelas cotações (0041736305), (0041680882)  de empresas do ramo (Consulta CNPJ (0045308951)).",,"NOTA: Não foi utilizado no quadro comparativo os Contratos: CNT 0905 (0044981486), CNT 0792 (0044981954), CNT 0044 (0044982105), CNT 0431 (0044982148), pois os mesmo referem- se a Locação de grupo gerador e não sobre manutenção.",,"A pesquisa de preços foi realizada dentro dos parâmetros da Portaria nº 238/2019/SUPEL-CI, a qual resolve no Art. 2º:",“Art. 2° A pesquisa de preços será realizada em observância às orientações contidas no Anexo I desta Portaria e mediante a utilização dos seguintes parâmetros:
0049.003281/2023-09,Bruna Evelyn Rodrigues Rocha,15/05/2024,,SEI/RO - 0048801106 - Informação,Informação nº 1781/2024/SESAU-GECOMP,"Restituímos os autos com o Estudo Técnico Preliminar - ETP (0048738382), devidamente elaborado, aprovado e assinado pela Autoridade Competente, conforme Requisição (0048771677).","Desta forma, devolve-se os presentes autos para os demais trâmites necessários à contratação.",,"Porto Velho, 15 de maio de 2024.",,BRUNA EVELYN R. ROCHA
0049.003281/2023-09,Técnico,15/05/2024,0048801106,SEI/RO - 0048801106 - Informação,Informação nº 1781/2024/SESAU-GECOMP,"Restituímos os autos com o Estudo Técnico Preliminar - ETP (0048738382), devidamente elaborado, aprovado e assinado pela Autoridade Competente, conforme Requisição (0048771677).","Desta forma, devolve-se os presentes autos para os demais trâmites necessários à contratação.",,"Porto Velho, 15 de maio de 2024.",,BRUNA EVELYN R. ROCHA
0060.114123/2021-55,EVERTON JOSIAS BERTOLI RIBEIRO PINTO,20/10/2022,,SEI/RO - 0033049399 - Informação,Informação nº 769/2022/SESAU-GECOMP,,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares: Hospital Regional de São Francisco - HRSF; Laboratório Central de Saúde Pública de Rondônia - LACEN; Hospital Infantil Cosme e Damião - HICD; Centro de Medicina Tropical de Rondônia - CEMETRON; Hospital deRetaguardade Rondônia - HC; Policlínica Oswaldo Cruz - POC; Complexo Hospitalar Regional de Cacoal de Rondônia - COHREC; Hospital de Base Dr. Ary Pinheiro - HBAP; Hospital Regional de Buritis - HRB; Centro de Diálise de Ariquemes - CDA, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0032585247) e  SAMS (0032594850), os quais foram disponibilizados no bloco de assinatura (927924),  na data de 29 de Setembro de 2022 para análise técnica e posterior assinatura dos revisores.",Reiteramos a solicitação da analise técnica e assinatura dos revisores abaixo elencados:,,"Revisor da Área Requisitante:Cargo/Órgão, Diretor Geral/POC-SESAU/RO"
0060.114123/2021-55,Gerente,21/10/2022,,SEI/RO - 0033049399 - Informação,Informação nº 769/2022/SESAU-GECOMP,,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares: Hospital Regional de São Francisco - HRSF; Laboratório Central de Saúde Pública de Rondônia - LACEN; Hospital Infantil Cosme e Damião - HICD; Centro de Medicina Tropical de Rondônia - CEMETRON; Hospital deRetaguardade Rondônia - HC; Policlínica Oswaldo Cruz - POC; Complexo Hospitalar Regional de Cacoal de Rondônia - COHREC; Hospital de Base Dr. Ary Pinheiro - HBAP; Hospital Regional de Buritis - HRB; Centro de Diálise de Ariquemes - CDA, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0032585247) e  SAMS (0032594850), os quais foram disponibilizados no bloco de assinatura (927924),  na data de 29 de Setembro de 2022 para análise técnica e posterior assinatura dos revisores.",Reiteramos a solicitação da analise técnica e assinatura dos revisores abaixo elencados:,,"Revisor da Área Requisitante:Cargo/Órgão, Diretor Geral/POC-SESAU/RO"
0060.114123/2021-55,Gerente,21/10/2022,0033049399,SEI/RO - 0033049399 - Informação,Informação nº 769/2022/SESAU-GECOMP,,"Considerando oRegistro de Preços para eventual e futura Aquisição de Equipamentos de Proteção Individual – EPI’S e Equipamentos de Proteção Coletiva - EPC para atender aos setores das unidades hospitalares: Hospital Regional de São Francisco - HRSF; Laboratório Central de Saúde Pública de Rondônia - LACEN; Hospital Infantil Cosme e Damião - HICD; Centro de Medicina Tropical de Rondônia - CEMETRON; Hospital deRetaguardade Rondônia - HC; Policlínica Oswaldo Cruz - POC; Complexo Hospitalar Regional de Cacoal de Rondônia - COHREC; Hospital de Base Dr. Ary Pinheiro - HBAP; Hospital Regional de Buritis - HRB; Centro de Diálise de Ariquemes - CDA, vinculadas à Secretaria de Estado da Saúde, pelo período de 12 meses.","Considerando a elaboração do Termo de Referência (0032585247) e  SAMS (0032594850), os quais foram disponibilizados no bloco de assinatura (927924),  na data de 29 de Setembro de 2022 para análise técnica e posterior assinatura dos revisores.",Reiteramos a solicitação da analise técnica e assinatura dos revisores abaixo elencados:,,"Revisor da Área Requisitante:Cargo/Órgão, Diretor Geral/POC-SESAU/RO"
0050.072218/2022-94,HELUANE AMORIM DA SILVA,24/07/2023,,SEI/RO - 0040223841 - Despacho,DESPACHO,De:JPII-DG,Para: JPII-GAD,Processo Nº:  0050.072218/2022-94,Assunto:,,"Senhor(a),"
0050.072218/2022-94,Diretor(a) Adjunto(a),24/07/2023,0040223841,SEI/RO - 0040223841 - Despacho,DESPACHO,De:JPII-DG,Para: JPII-GAD,Processo Nº:  0050.072218/2022-94,Assunto:,,"Senhor(a),"
0036.584414/2021-12,JOYCE ELLEN MITTOUSO PINHEIRO,09/08/2023,,SEI/RO - 0040731162 - Informação,Informação nº 1733/2023/SESAU-GECOMP,"Considerando a elaboração do Termo de Referência (0040645069), o qual foi disponibilizado no bloco de assinatura (324137),  na data de hoje 09 de Agosto de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisor Técnico:,Unidade:COORDENADORIA DE ENGENHARIA E ARQUITETURA DA SAÚDE - CEAS,,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.584414/2021-12,Assessor(a),09/08/2023,0040731162,SEI/RO - 0040731162 - Informação,Informação nº 1733/2023/SESAU-GECOMP,"Considerando a elaboração do Termo de Referência (0040645069), o qual foi disponibilizado no bloco de assinatura (324137),  na data de hoje 09 de Agosto de 2023 para análise técnica e posterior assinatura dos revisores abaixo elencado:",,Revisor Técnico:,Unidade:COORDENADORIA DE ENGENHARIA E ARQUITETURA DA SAÚDE - CEAS,,"Salienta-se a necessidade de revisão do termo de referência na íntegra, e ainda que as especificações, quantitativos e valores que subsidiaram a elaboração do Termo de Referência, são de inteira responsabilidade de quem as forneceu, não possuindo esta Gerência de Compras, capacidade técnica para avaliar o conteúdo de tais informações."
0036.078020/2022-01,Laura Bany de Araujo Pinto,25/09/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Gerente,25/09/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Gerente,16/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,ANDRE LUIZ KLIPPEL PINHEIRO,16/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Assessor(a),17/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Assessor(a),17/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
0036.078020/2022-01,Thiago do Carmo Brasil,17/10/2023,,SEI/RO - 0042073216 - Termo de Referência,Termo de Referência,IDENTIFICAÇÃO,UNIDADE ORÇAMENTÁRIA:Secretaria de Estado da Saúde – SESAU.,REQUISITANTES:Hospital e Pronto Socorro João Paulo II - HPSJPII;Serviço de Assistência Multidisciplinar Domiciliar – SAMD;Hospital Regional de São Francisco Guaporé - HRSF; Hospital Regional de Extrema - HRE; Hospital Infantil São Cosme e Damião - HICD; Policlínica Oswaldo Cruz - POC.,,DA BASE LEGAL,"O presente Termo de Referência foi elaborado em atendimento ao disposto no art. 6º, incisos II e IX, combinado com 7º, inc. I, ambos da Lei Federal nº 8.666/93, art. 1º, parágrafo único, e 3º, inciso II, da Lei Federal nº 10.520/02, art. 3º, inciso II, e art. 14, inciso I, do Decreto Estadual nº 26.182/21 (que regulamenta o pregão, na forma eletrônica, para a aquisição de bens e contratação de serviços comuns) e Decreto Estadual 18.340/2013 (que regulamento o Sistema de Registro de Preços)."
